two_theta_deg,experimental_intensity,fitted_intensity
1.8540000000000001,269454.15625,184638.33548797827
1.8560000000000001,271031.1875,193121.87588924199
1.8580000000000001,273885.1875,202477.94871385972
1.8600000000000001,277839.1875,212602.16803508834
1.8620000000000001,279849.15625,223385.23227225529
1.8640000000000001,283330.21875,234713.94562017926
1.8660000000000001,286476.21875,246472.25118072887
1.8680000000000001,289561.15625,258542.26567056801
1.8700000000000001,293326.15625,270805.30602542538
1.8720000000000001,297615.09375,283142.89876684314
1.8740000000000001,299041.125,295437.76362370973
1.8760000000000001,303891.09375,307574.76358869165
1.8780000000000001,307760.09375,319441.81432101305
1.8800000000000001,311419.09375,330930.74656396057
1.8820000000000001,313209.0625,341938.1160120953
1.8840000000000001,315000.03125,352365.95582457876
1.8860000000000001,315616.03125,362122.46772516059
1.8880000000000001,319297.03125,371122.64834543294
1.8900000000000001,321313,379288.84814796218
1.8920000000000001,320793.9375,386551.26090387412
1.8940000000000001,321208.9375,392848.34229153034
1.8960000000000001,321277.9375,398127.15672742948
1.8980000000000001,320868.96875,402343.65203733696
1.9000000000000001,321012.9375,405462.86202677072
1.9020000000000001,318185.9375,407459.03741818055
1.9040000000000001,316650.9375,408315.70599189569
1.9060000000000001,315033.9375,408025.66310397052
1.9080000000000001,312135.9375,406590.89406197803
1.9100000000000001,308837.9375,404022.43012547493
1.9120000000000001,305430.90625,400340.14016691875
1.9140000000000001,299982.90625,395572.46028680704
1.9160000000000001,296239.90625,389756.06392873992
1.9180000000000001,291827.90625,382935.4752902831
1.9200000000000002,285907.875,375162.62907741137
1.9220000000000002,280495.875,366496.37990625447
1.9240000000000002,273874.84375,357001.96491732326
1.9260000000000002,267048.84375,346750.42343450076
1.9280000000000002,260768.875,335817.97777254618
1.9300000000000002,254742,324285.37957072229
1.9320000000000002,247160.109375,312237.2263026638
1.9340000000000002,240479.203125,299761.25287953933
1.9360000000000002,233768.171875,286947.60351910314
1.9380000000000002,224560.21875,273888.08929146943
1.9400000000000002,218811.234375,260675.43696630848
1.9420000000000002,211156.28125,247402.53496831976
1.9440000000000002,203246.296875,234161.68239129009
1.9460000000000002,196431.328125,221043.84711811037
1.9480000000000002,189871.328125,208137.93913816666
1.9500000000000002,182861.359375,195530.1051383687
1.9520000000000002,176751.390625,183303.0503642619
1.954,170708.4375,171535.39359925751
1.956,164842.46875,160301.06089011164
1.958,158796.46875,149668.72335410106
1.96,153245.453125,139701.2840385403
1.962,148420.46875,130455.41836807993
1.964,143866.46875,121981.17221417396
1.966,138476.5,114321.62105898977
1.968,134782.484375,107512.59311085935
1.97,131740.515625,101582.45856839059
1.972,127838.59375,96551.986535509321
1.974,124669.6015625,92434.270371067076
1.976,123984.59375,89234.721525790927
1.978,121707.578125,86951.131188185173
1.98,120099.59375,85573.798341711023
1.982,118968.5703125,85085.72213996666
1.984,117373.609375,85462.855845774815
1.986,117768.5625,86674.418964580938
1.988,117544.578125,88683.263641413403
1.99,117755.5703125,91446.290891814235
1.992,118347.5625,94914.9118069018
1.994,119341.5625,99035.548515751449
1.996,119791.5703125,103750.16940758245
1.998,121332.5703125,108996.85291312677
2,123277.578125,114710.37401860527
2.0019999999999998,124464.578125,120822.8076350909
2.004,126386.578125,127264.14296739508
2.0060000000000002,127918.578125,133962.90311535978
2.008,130591.59375,140846.76429105707
2.0099999999999998,132778.578125,147843.16924147427
2.012,133761.578125,154879.92972094001
2.0140000000000002,136959.5625,161885.81315326839
2.016,138066.546875,168791.10895338518
2.0179999999999998,140161.5625,175528.17033414173
2.02,141489.578125,182031.92779954404
2.0220000000000002,143825.5625,188240.37091369639
2.024,145184.5625,194094.99532964907
2.0259999999999998,146267.546875,199541.21245806967
2.028,147258.53125,204528.71954812668
2.0300000000000002,148254.515625,209011.82833781332
2.032,148013.5,212949.75080511192
2.0339999999999998,149250.484375,216306.84091252269
2.036,148677.46875,219052.79158390997
2.0380000000000003,148794.484375,221162.78648326339
2.04,149678.484375,222617.60647957644
2.0419999999999998,147322.484375,223403.69098053194
2.044,146868.46875,223513.15460074265
2.0460000000000003,145839.453125,222943.75989869298
2.048,143745.453125,221698.84717124887
2.0499999999999998,142557.453125,219787.22253685558
2.052,140648.4375,217223.00576948011
2.0540000000000003,137119.4375,214025.43956593008
2.056,135484.421875,210218.66214042588
2.0579999999999998,132105.421875,205831.44524271693
2.0600000000000001,128453.4453125,200896.89989013827
2.0620000000000003,125423.4921875,195452.15228961728
2.0640000000000001,122567.546875,189537.99260254184
2.0659999999999998,118332.5859375,183198.49937284467
2.0680000000000001,114802.59375,176480.64259548052
2.0700000000000003,110768.5859375,169433.86854714586
2.0720000000000001,106731.578125,162109.6696320737
2.0739999999999998,103377.59375,154561.14261063247
2.0760000000000001,99083.5703125,146842.53867526463
2.0780000000000003,95036.5859375,139008.80891450949
2.0800000000000001,90616.625,131115.14875906115
2.0819999999999999,86536.6171875,123216.54503146981
2.0840000000000001,82714.671875,115367.3292212884
2.0860000000000003,78484.7265625,107620.74057764049
2.0880000000000001,74621.765625,100028.50255006766
2.0899999999999999,71126.796875,92640.416014611532
2.0920000000000001,67555.796875,85503.972594450446
2.0940000000000003,64026.79296875,78663.991223036981
2.0960000000000001,60953.7890625,72162.280902513827
2.0979999999999999,58112.78125,66037.332382698238
2.1000000000000001,54961.796875,60324.041227046167
2.1020000000000003,52665.80859375,55053.464444605401
2.1040000000000001,49880.83203125,50252.612553574967
2.1059999999999999,47556.84375,45944.278606126623
2.1080000000000001,45595.859375,42146.905349931214
2.1100000000000003,43932.87109375,38874.491333214006
2.1120000000000001,42620.87109375,36136.53638250209
2.1139999999999999,41149.875,33938.026500082582
2.1160000000000001,40296.87109375,32279.45784690708
2.1180000000000003,39576.875,31156.899101358296
2.1200000000000001,39131.8828125,30562.091119999466
2.1219999999999999,38785.87890625,30482.58247798411
2.1240000000000001,38661.8828125,30901.899138764773
2.1260000000000003,39023.88671875,31799.74619916037
2.1280000000000001,39005.890625,33152.239380387582
